yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Ratings,Age,VisitFrequency,Gender
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,0,67,Every three months,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,0,56,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,70,Once a year,Female
No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I hate it!-5,-5,58,Once a year,Female
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,44,Never,Male
No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,I hate it!-5,-5,52,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,-3,61,Once a year,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,33,Once a month,Female
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,37,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,26,Every three months,Male
No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,0,0,65,Once a year,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,38,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,29,Once a week,Female
No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,62,Never,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,+4,21,Once a week,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,-3,35,Once a year,Female
Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,+5,27,Every three months,Male
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,19,Never,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,+5,29,Every three months,Male
Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,+3,29,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,29,Once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,31,Once a week,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,55,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,+2,36,Every three months,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+1,+1,48,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,+2,23,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,+5,35,Once a month,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,0,29,Never,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,0,52,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,32,Once a week,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,+3,39,Once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,55,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,41,Once a week,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,55,Never,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,29,Once a month,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,+3,35,Once a week,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,+5,44,Once a week,Male
No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,+1,60,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,40,Once a month,Female
No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,-5,45,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,-2,37,Once a year,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,+5,30,Once a week,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+1,+1,53,Once a month,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,33,Once a month,Male
No,Yes,No,Yes,No,Yes,No,No,No,No,No,-1,-1,37,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,33,Once a month,Male
Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,I love it!+5,+5,37,Once a week,Female
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+1,+1,57,Every three months,Male
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,53,Never,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,+3,46,More than once a week,Female
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,0,62,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,53,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-1,-1,53,Once a year,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,+4,35,Once a month,Female
No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,-3,-3,52,Once a year,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,23,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,0,57,Never,Female
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,29,Once a week,Female
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,0,35,Once a year,Female
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,44,Every three months,Male
No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,I hate it!-5,-5,57,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,+4,49,Once a month,Male
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,+4,63,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,50,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,69,Once a month,Male
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,+5,55,Once a week,Male
No,Yes,No,No,No,Yes,Yes,No,No,No,No,+2,+2,44,Once a week,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,+1,+1,65,Once a year,Female
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,+3,+3,30,Every three months,Female
No,Yes,No,Yes,No,Yes,No,No,No,No,No,-2,-2,70,Once a year,Female
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-2,-2,67,Every three months,Female
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,0,60,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,+2,31,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,+3,50,Once a week,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,66,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,+3,24,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+3,+3,50,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,42,Once a week,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,23,Once a week,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,24,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,57,Once a month,Male
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,I hate it!-5,-5,64,Never,Male
No,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,+1,63,Once a month,Female
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-1,-1,62,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,+5,19,Once a week,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,22,Every three months,Female
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,+1,+1,20,Every three months,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,32,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,+2,22,Every three months,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,-2,28,Once a year,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,+4,+4,47,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,0,63,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,-4,-4,44,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,+1,27,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,-2,22,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,-2,66,Never,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,68,Every three months,Male
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,-5,59,Never,Male
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,+3,20,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,39,Once a week,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,0,24,Every three months,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,+3,49,Once a week,Male
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,-1,42,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,20,Every three months,Female
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,27,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,-3,22,Never,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,26,Once a year,Male
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,+4,58,Once a week,Male
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,35,Once a year,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,28,Once a week,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,-4,60,Never,Female
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,-5,61,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,+3,59,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,+1,64,Every three months,Female
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,0,19,Never,Female
No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,-2,-2,69,Every three months,Female
No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,+2,+2,44,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,+2,29,Once a week,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,27,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,+5,26,Every three months,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,-1,59,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,-3,40,Once a year,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,+5,32,Once a year,Male
No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,-3,-3,49,Every three months,Female
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,+2,58,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,44,Once a week,Female
No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-2,-2,54,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,31,Once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,45,Every three months,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,50,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,+1,23,Once a month,Male
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-3,-3,45,Once a year,Female
No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,+3,+3,30,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,+5,31,Every three months,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+2,+2,40,Every three months,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,+4,63,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,+3,62,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,+5,22,More than once a week,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,+3,45,Once a month,Female
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,0,54,Every three months,Female
No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,-5,70,Never,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,0,40,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,-1,43,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,+2,43,Once a week,Male
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-2,-2,47,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,-4,29,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,66,Once a week,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-1,-1,22,Every three months,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,+3,64,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,0,38,Once a month,Male
Yes,Yes,No,No,No,No,No,No,No,No,No,-1,-1,54,Every three months,Male
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,42,Once a year,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,-4,68,Every three months,Female
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,65,Never,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,+3,18,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,53,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,+2,42,Once a month,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,+5,30,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,+2,53,Once a year,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,27,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,23,Once a week,Male
No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,-5,40,Once a year,Male
Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,60,Every three months,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,0,59,Once a week,Male
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,-3,49,Once a month,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,0,44,Once a month,Male
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,62,Never,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,0,37,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,26,Once a month,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,-4,58,Once a year,Female
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,I love it!+5,+5,30,Once a week,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,+1,51,Every three months,Female
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,+3,60,Once a month,Male
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+3,+3,35,Once a month,Female
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,60,Once a week,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,I hate it!-5,-5,65,Once a year,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,58,Every three months,Female
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,49,Never,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,58,Every three months,Female
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,+3,26,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,59,Every three months,Male
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,-1,-1,28,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,+1,24,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,36,More than once a week,Male
No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,I hate it!-5,-5,66,Once a year,Male
No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,0,58,Every three months,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,-1,31,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,+4,27,More than once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,+4,+4,20,Once a week,Male
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,+5,37,Once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,34,Once a month,Female
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,47,Never,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,25,Every three months,Female
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I hate it!-5,-5,67,Once a year,Male
Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,+4,+4,57,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,48,Once a week,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,38,Every three months,Female
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,-3,44,Once a year,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,47,Once a month,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-4,-4,53,Every three months,Female
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,37,Once a month,Male
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,+5,25,Every three months,Male
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,+4,21,More than once a week,Male
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,60,Never,Female
No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,-2,-2,48,Once a year,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-4,-4,38,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,24,Once a month,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+3,+3,26,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,40,Once a week,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,+2,62,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,26,Every three months,Male
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,65,Once a month,Female
No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,+2,+2,50,Once a month,Male
No,No,No,No,No,Yes,Yes,No,No,No,No,0,0,26,Never,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,-2,44,Every three months,Female
No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,0,48,Once a week,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,0,29,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,-4,60,Once a year,Female
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,18,More than once a week,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,-3,37,Once a year,Female
Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-3,-3,55,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,+2,39,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,+4,55,Once a month,Male
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,18,Every three months,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,21,Once a week,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+2,+2,31,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,+3,28,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,39,Once a month,Male
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,51,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,18,Once a week,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,44,Never,Female
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,-4,66,Never,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,-3,34,Once a year,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,53,Every three months,Female
No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,-3,42,Once a year,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,38,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,29,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,0,57,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,+5,26,Once a week,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,+3,30,Once a week,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+1,+1,46,Every three months,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,0,61,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,39,Once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,62,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,+4,+4,43,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,36,Once a month,Female
Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,+3,+3,60,Every three months,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,-4,54,Once a year,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,48,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,+2,27,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-1,-1,68,Once a month,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,-1,70,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,28,Once a month,Female
No,Yes,No,No,No,Yes,Yes,No,No,No,No,-2,-2,45,Once a year,Male
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+2,+2,67,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+3,+3,26,Once a week,Female
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,42,Never,Male
No,Yes,No,No,No,Yes,Yes,No,No,No,No,+4,+4,55,Once a week,Male
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-2,-2,30,Once a year,Female
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,+5,33,Once a week,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,-3,60,Every three months,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,57,Once a month,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,44,Once a month,Male
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,+4,59,Every three months,Female
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,35,Never,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,+1,60,Once a year,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,I hate it!-5,-5,67,Never,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,29,Once a week,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,22,Once a month,Female
Yes,No,No,No,No,Yes,No,Yes,No,No,No,+4,+4,54,Once a year,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,+3,21,More than once a week,Female
No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,+4,+4,62,Once a month,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,53,Never,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,37,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,44,Once a week,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,52,Never,Female
